[child1:4740] [0] ioctl(fd=259, cmd=0x40080925, arg=0x24010000) = -1 (Bad address)
[child1:4740] [265] ioctl(fd=259, cmd=0x40080925, arg=0xb4f5e000) = -1 (Invalid argument)
[child1:4740] [266] ioctl(fd=259, cmd=0xc0080911, arg=0xb455e000) = 0
[child1:4740] [267] ioctl(fd=259, cmd=0xc0080913, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [268] ioctl(fd=259, cmd=0xc0140938, arg=0xffff0001) = -1 (Bad address)
[child1:4740] [269] ioctl(fd=259, cmd=0x40140931, arg=0xffff0001) = -1 (Bad address)
[child1:4740] [270] ioctl(fd=259, cmd=0x400c0912, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [271] ioctl(fd=259, cmd=0xc0140910, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [272] ioctl(fd=259, cmd=0xc0140910, arg=0xb6e62000) = -1 (Invalid argument)
[child1:4740] [273] ioctl(fd=259, cmd=0x400c092e, arg=0xb695e000) = -1 (Not a typewriter)
[child1:4740] [274] ioctl(fd=259, cmd=0xc0080913, arg=0xffffff7f) = -1 (Bad address)
[child1:4740] [275] ioctl(fd=259, cmd=0xc00c0902, arg=0xb6b5e000) = -1 (Invalid argument)
[child1:4740] [276] ioctl(fd=259, cmd=0xc0080913, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [277] ioctl(fd=259, cmd=0x800c0912, arg=0xffffff5e) = -1 (Bad address)
[child1:4740] [278] ioctl(fd=259, cmd=0x400c0907, arg=0xb6e5e000) = -1 (Invalid argument)
[child1:4740] [279] ioctl(fd=259, cmd=0, arg=0xb695e000) = -1 (Not a typewriter)
[child1:4740] [280] ioctl(fd=259, cmd=0x403c0922, arg=0xffff1919) = -1 (Bad address)
[child1:4740] [281] ioctl(fd=259, cmd=0x400c0932, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [282] ioctl(fd=259, cmd=0xc01c0915, arg=0xb6b5e000) = -1 (Invalid argument)
[child1:4740] [283] ioctl(fd=259, cmd=0x40040921, arg=0x110000fd) = -1 (Bad address)
[child1:4740] [284] ioctl(fd=259, cmd=0x40140931, arg=0xb615e000) = -1 (Invalid argument)
[child1:4740] [285] ioctl(fd=259, cmd=0x40080925, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [286] ioctl(fd=259, cmd=0x40140937, arg=0xfffffffd) = -1 (Bad address)
[child1:4740] [287] ioctl(fd=259, cmd=0xc0080913, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [288] ioctl(fd=259, cmd=0xc010093b, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [289] ioctl(fd=259, cmd=0xc00c0902, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [290] ioctl(fd=259, cmd=0x400c0932, arg=0xb6b5e000) = -1 (Invalid argument)
[child1:4740] [291] ioctl(fd=259, cmd=0x40200931, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [292] ioctl(fd=259, cmd=0x400c092e, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [293] ioctl(fd=259, cmd=0xc0080913, arg=0xb4f5e000) = 0
[child1:4740] [294] ioctl(fd=259, cmd=0x400c0912, arg=0x60100000) = -1 (Bad address)
[child1:4740] [295] ioctl(fd=259, cmd=0x40040924, arg=0x44) = -1 (Bad address)
[child1:4740] [296] ioctl(fd=259, cmd=0x40040914, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [297] ioctl(fd=259, cmd=0x40140937, arg=0xb695e000) = -1 (Invalid argument)
[child1:4740] [298] ioctl(fd=259, cmd=0x400c0912, arg=0xb615e000) = -1 (Invalid argument)
[child1:4740] [299] ioctl(fd=259, cmd=0x40100939, arg=0xb6e62000) = -1 (Invalid argument)
[child1:4740] [300] ioctl(fd=259, cmd=0x40200931, arg=0x480000ff) = -1 (Bad address)
[child1:4740] [301] ioctl(fd=259, cmd=0x40100930, arg=0x82a82000) = -1 (Bad address)
[child1:4740] [302] ioctl(fd=259, cmd=0x400c0932, arg=0xdf3172fb) = -1 (Bad address)
[child1:4740] [303] ioctl(fd=259, cmd=0x40080906, arg=0xb455e000) = 0
[child1:4740] [304] ioctl(fd=259, cmd=0x40100917, arg=0xb455e000) = -1 (Invalid argument)
[child1:4740] [305] ioctl(fd=259, cmd=0x400c0932, arg=0x10004000) = -1 (Bad address)
[child1:4740] [306] ioctl(fd=259, cmd=0xc0140910, arg=0x10000004) = -1 (Bad address)
[child1:4740] [307] ioctl(fd=259, cmd=0x40080906, arg=0xc869cb14) = -1 (Bad address)
[child1:4740] [308] ioctl(fd=259, cmd=0xc00c0923, arg=0xb4f5e000) = -1 (Not a typewriter)
[child1:4740] [309] ioctl(fd=259, cmd=0xc00c092f, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [310] ioctl(fd=259, cmd=0xc0100920, arg=0x9b0602b1) = -1 (Bad address)
[child1:4740] [311] ioctl(fd=259, cmd=0xc01c0934, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [312] ioctl(fd=259, cmd=0x400c0907, arg=0xb3b5e000) = -1 (Invalid argument)
[child1:4740] [313] ioctl(fd=259, cmd=0xc0140910, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [314] ioctl(fd=259, cmd=0xc0140910, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [315] ioctl(fd=259, cmd=0xc018093a, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [316] ioctl(fd=259, cmd=0x400c0907, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [317] ioctl(fd=259, cmd=0x40100930, arg=0xb615e000) = -1 (Invalid argument)
[child1:4740] [318] ioctl(fd=259, cmd=0x40140937, arg=0xb5d5e000) = -1 (Invalid argument)
[child1:4740] [319] ioctl(fd=259, cmd=0x40080925, arg=0x80ffffef) = -1 (Bad address)
[child1:4740] [320] ioctl(fd=259, cmd=0xc018093a, arg=0xb655e000) = 0
[child1:4740] [321] ioctl(fd=259, cmd=0xc00c0902, arg=0x3d3232c4) = -1 (Bad address)
[child1:4740] [322] ioctl(fd=259, cmd=0xc0280936, arg=0xa308ad22) = -1 (Bad address)
[child1:4740] [323] ioctl(fd=259, cmd=0x400c092e, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [324] ioctl(fd=259, cmd=0x40080906, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [325] ioctl(fd=259, cmd=0xc0080935, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [326] ioctl(fd=259, cmd=0x40100939, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [327] ioctl(fd=259, cmd=0x40140931, arg=0x81008001) = -1 (Bad address)
[child1:4740] [328] ioctl(fd=259, cmd=0x400c0907, arg=0xb6d5e000) = -1 (Invalid argument)
[child1:4740] [329] ioctl(fd=259, cmd=0x800c0912, arg=0xb4f5e000) = -1 (Invalid argument)
[child1:4740] [330] ioctl(fd=259, cmd=0xc00c092f, arg=0x14000000) = -1 (Bad address)
[child1:4740] [331] ioctl(fd=259, cmd=0x40140937, arg=0xb6d5e000) = -1 (Invalid argument)
[child1:4740] [332] ioctl(fd=259, cmd=0xc0280936, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [333] ioctl(fd=259, cmd=0x400c0912, arg=0xffff6262) = -1 (Bad address)
[child1:4740] [334] ioctl(fd=259, cmd=0x400c0932, arg=0xb6d5e000) = -1 (Invalid argument)
[child1:4740] [335] ioctl(fd=259, cmd=0x40080925, arg=0x91010000) = -1 (Bad address)
[child1:4740] [336] ioctl(fd=259, cmd=0xc0080913, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [337] ioctl(fd=259, cmd=0xc00c0916, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [338] ioctl(fd=259, cmd=0x40080906, arg=0xb655e000) = 0
[child1:4740] [339] ioctl(fd=259, cmd=0x800c0912, arg=0xffffffff) = -1 (Bad address)
[child1:4740] [340] ioctl(fd=259, cmd=0x40140937, arg=0xb6d5e000) = -1 (Invalid argument)
[child1:4740] [341] ioctl(fd=259, cmd=0xc0100920, arg=0xb595e000) = -1 (Invalid argument)
[child1:4740] [342] ioctl(fd=259, cmd=0xc0080911, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [343] ioctl(fd=259, cmd=0x40040924, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [344] ioctl(fd=259, cmd=0x80080911, arg=0xb595e000) = 0
[child1:4740] [345] ioctl(fd=259, cmd=0xc01c0934, arg=0xc000807f) = -1 (Bad address)
[child1:4740] [346] ioctl(fd=259, cmd=0xc00c0923, arg=0xccd00000) = -1 (Bad address)
[child1:4740] [347] ioctl(fd=259, cmd=0xc010093b, arg=0xb6e5e000) = -1 (Invalid argument)
[child1:4740] [348] ioctl(fd=259, cmd=0xc00c0902, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [349] ioctl(fd=259, cmd=0x40040921, arg=0xfbae0f7f) = -1 (Bad address)
[child1:4740] [350] ioctl(fd=259, cmd=0x40080906, arg=0xb6d5e000) = 0
[child1:4740] [351] ioctl(fd=259, cmd=0xc0080935, arg=0xf31ce284) = -1 (Bad address)
[child1:4740] [352] ioctl(fd=259, cmd=0xc0080911, arg=0x80008080) = -1 (Bad address)
[child1:4740] [353] ioctl(fd=259, cmd=0xc00c0923, arg=0xbffff000) = -1 (Bad address)
[child1:4740] [354] ioctl(fd=259, cmd=0xc0100920, arg=0xb595e000) = -1 (Invalid argument)
[child1:4740] [355] ioctl(fd=259, cmd=0x40040914, arg=0xffe9d3) = -1 (Bad address)
[child1:4740] [356] ioctl(fd=259, cmd=0xc010093b, arg=0xb6e5e000) = -1 (Invalid argument)
[child1:4740] [357] ioctl(fd=259, cmd=0xc0080911, arg=0xb3b5e000) = 0
[child1:4740] [358] ioctl(fd=259, cmd=0x40200931, arg=0xffc3287e) = -1 (Bad address)
[child1:4740] [359] ioctl(fd=259, cmd=0xc01c0934, arg=0xb455e000) = -1 (Invalid argument)
[child1:4740] [360] ioctl(fd=259, cmd=0xc00c0902, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [361] ioctl(fd=259, cmd=0x403c0922, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [362] ioctl(fd=259, cmd=0xc0140933, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [363] ioctl(fd=259, cmd=0xc00c0902, arg=0xb3b5e000) = -1 (Invalid argument)
[child1:4740] [364] ioctl(fd=259, cmd=0xc0140938, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [365] ioctl(fd=259, cmd=0x40040924, arg=0xb4f5e000) = -1 (Invalid argument)
[child1:4740] [366] ioctl(fd=259, cmd=0xc0080935, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [367] ioctl(fd=259, cmd=0xc00c0902, arg=0xaea86807) = -1 (Bad address)
[child1:4740] [368] ioctl(fd=259, cmd=0xc0140938, arg=0x92a3ca) = -1 (Bad address)
[child1:4740] [369] ioctl(fd=259, cmd=0xc0080913, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [370] ioctl(fd=259, cmd=0x400c0907, arg=0xff811619) = -1 (Bad address)
[child1:4740] [371] ioctl(fd=259, cmd=0xc00c0902, arg=0xb595e000) = -1 (Invalid argument)
[child1:4740] [372] ioctl(fd=259, cmd=0xc0140938, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [373] ioctl(fd=259, cmd=0xae02, arg=0xb3b5e000) = -1 (Not a typewriter)
[child1:4740] [374] ioctl(fd=259, cmd=0x403c0922, arg=0xb595e000) = -1 (Not a typewriter)
[child1:4740] [375] ioctl(fd=259, cmd=0x400c092e, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [376] ioctl(fd=259, cmd=0x400c0912, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [377] ioctl(fd=259, cmd=0x40080906, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [378] ioctl(fd=259, cmd=0x80080911, arg=0xb6d5e000) = 0
[child1:4740] [379] ioctl(fd=259, cmd=0x40100917, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [380] ioctl(fd=259, cmd=0xc00c092f, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [381] ioctl(fd=259, cmd=0xc0100920, arg=0xb6c5e000) = -1 (Invalid argument)
[child1:4740] [382] ioctl(fd=259, cmd=0xc00c0916, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [383] ioctl(fd=259, cmd=0x40100917, arg=0x0) = -1 (Bad address)
[child1:4740] [384] ioctl(fd=259, cmd=0x800c0912, arg=0xb6c5e000) = -1 (Invalid argument)
[child1:4740] [385] ioctl(fd=259, cmd=0xc00c0902, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [386] ioctl(fd=259, cmd=0xc0080911, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [387] ioctl(fd=259, cmd=0xc010093b, arg=0xb3b5e000) = -1 (Invalid argument)
[child1:4740] [388] ioctl(fd=259, cmd=0x40140931, arg=0xffffff93) = -1 (Bad address)
[child1:4740] [389] ioctl(fd=259, cmd=0x40140937, arg=0xb6e62000) = -1 (Invalid argument)
[child1:4740] [390] ioctl(fd=259, cmd=0xc0140910, arg=0xb4f5e000) = -1 (Invalid argument)
[child1:4740] [391] ioctl(fd=259, cmd=0x40140937, arg=0xb655e000) = -1 (Invalid argument)
[child1:4740] [392] ioctl(fd=259, cmd=0x403c0922, arg=0xb3b5e000) = -1 (Not a typewriter)
[child1:4740] [393] ioctl(fd=259, cmd=0x403c0922, arg=0xc0484604) = -1 (Bad address)
[child1:4740] [394] ioctl(fd=259, cmd=0x40100930, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [395] ioctl(fd=259, cmd=0x40200931, arg=0xba659c10) = -1 (Bad address)
[child1:4740] [396] ioctl(fd=259, cmd=0xc0140933, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [397] ioctl(fd=259, cmd=0xc0140933, arg=0xb3b5e000) = -1 (Invalid argument)
[child1:4740] [398] ioctl(fd=259, cmd=0xc010093b, arg=0xb695e000) = -1 (Invalid argument)
[child1:4740] [399] ioctl(fd=259, cmd=0x403c0922, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [400] ioctl(fd=259, cmd=0xc01c0915, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [401] ioctl(fd=259, cmd=0x40100930, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [402] ioctl(fd=259, cmd=0xc0280936, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [403] ioctl(fd=259, cmd=0x40100939, arg=0x100000ff) = -1 (Bad address)
[child1:4740] [404] ioctl(fd=259, cmd=0x403c0922, arg=0xb6e62000) = -1 (Not a typewriter)
[child1:4740] [405] ioctl(fd=259, cmd=0xc01c0934, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [406] ioctl(fd=259, cmd=0x800c0912, arg=0xffffff00) = -1 (Bad address)
[child1:4740] [407] ioctl(fd=259, cmd=0xc0140938, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [408] ioctl(fd=259, cmd=0xc0140933, arg=0xb5d5e000) = -1 (Invalid argument)
[child1:4740] [409] ioctl(fd=259, cmd=0x40200931, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [410] ioctl(fd=259, cmd=0xc010093b, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [411] ioctl(fd=259, cmd=0x403c0922, arg=0xb695e000) = -1 (Not a typewriter)
[child1:4740] [412] ioctl(fd=259, cmd=0xc00c0902, arg=0x92000000) = -1 (Bad address)
[child1:4740] [413] ioctl(fd=259, cmd=0x40140937, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [414] ioctl(fd=259, cmd=0x40140937, arg=0xb6b5e000) = -1 (Invalid argument)
[child1:4740] [415] ioctl(fd=259, cmd=0x403c0922, arg=0xb3b5e000) = -1 (Not a typewriter)
[child1:4740] [416] ioctl(fd=259, cmd=0xc0140933, arg=0xe3fcb9) = -1 (Bad address)
[child1:4740] [417] ioctl(fd=259, cmd=0x40140931, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [418] ioctl(fd=259, cmd=0x403c0922, arg=0x60329000) = -1 (Bad address)
[child1:4740] [419] ioctl(fd=259, cmd=0x400c0907, arg=0xb615e000) = -1 (Invalid argument)
[child1:4740] [420] ioctl(fd=259, cmd=0x40100917, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [421] ioctl(fd=259, cmd=0xc00c0923, arg=0xdfffffff) = -1 (Bad address)
[child1:4740] [422] ioctl(fd=259, cmd=0xc0140910, arg=0xffff0e0e) = -1 (Bad address)
[child1:4740] [423] ioctl(fd=259, cmd=0x800c0912, arg=0xb5d5e000) = -1 (Invalid argument)
[child1:4740] [424] ioctl(fd=259, cmd=0x40140931, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [425] ioctl(fd=259, cmd=0xc018093a, arg=0xb6c5e000) = 0
[child1:4740] [426] ioctl(fd=259, cmd=0x80080911, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [427] ioctl(fd=259, cmd=0xc0140933, arg=0xb6e5e000) = -1 (Invalid argument)
[child1:4740] [428] ioctl(fd=259, cmd=0xc0140933, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [429] ioctl(fd=259, cmd=0xc018093a, arg=0xfffbffff) = -1 (Bad address)
[child1:4740] [430] ioctl(fd=259, cmd=0xc0100920, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [431] ioctl(fd=259, cmd=0x800c0912, arg=0xb4f5e000) = -1 (Invalid argument)
[child1:4740] [432] ioctl(fd=259, cmd=0xc010093b, arg=0x82000fff) = -1 (Bad address)
[child1:4740] [433] ioctl(fd=259, cmd=0x40040924, arg=0xb595e000) = -1 (Invalid argument)
[child1:4740] [434] ioctl(fd=259, cmd=0x40100930, arg=0xffdad40f) = -1 (Bad address)
[child1:4740] [435] ioctl(fd=259, cmd=0x40140937, arg=0x80448000) = -1 (Bad address)
[child1:4740] [436] ioctl(fd=259, cmd=0xc00c092f, arg=0xffffff61) = -1 (Bad address)
[child1:4740] [437] ioctl(fd=259, cmd=0x400c0932, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [438] ioctl(fd=259, cmd=0x400c0932, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [439] ioctl(fd=259, cmd=0x400c0932, arg=0xffbfffff) = -1 (Bad address)
[child1:4740] [440] ioctl(fd=259, cmd=0x40140931, arg=0x42938730) = -1 (Bad address)
[child1:4740] [441] ioctl(fd=259, cmd=0x800c0912, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [442] ioctl(fd=259, cmd=0x40200931, arg=0xffffffff) = -1 (Bad address)
[child1:4740] [443] ioctl(fd=259, cmd=0xc0280936, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [444] ioctl(fd=259, cmd=0x40100939, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [445] ioctl(fd=259, cmd=0x40140931, arg=0xb000e41c) = -1 (Bad address)
[child1:4740] [446] ioctl(fd=259, cmd=0xc00c0923, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [447] ioctl(fd=259, cmd=0x40100917, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [448] ioctl(fd=259, cmd=0x40080906, arg=0xb3b5e000) = 0
[child1:4740] [449] ioctl(fd=259, cmd=0x400c0912, arg=0xb655e000) = -1 (Invalid argument)
[child1:4740] [450] ioctl(fd=259, cmd=0xc00c0923, arg=0xb6d5e000) = -1 (Not a typewriter)
[child1:4740] [451] ioctl(fd=259, cmd=0x400c092e, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [452] ioctl(fd=259, cmd=0x40100917, arg=0x0) = -1 (Bad address)
[child1:4740] [453] ioctl(fd=259, cmd=0xc0140910, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [454] ioctl(fd=259, cmd=0xc010093b, arg=0x820045c5) = -1 (Bad address)
[child1:4740] [455] ioctl(fd=259, cmd=0, arg=0xc0008000) = -1 (Not a typewriter)
[child1:4740] [456] ioctl(fd=259, cmd=0x40040924, arg=0xb595e000) = -1 (Invalid argument)
[child1:4740] [457] ioctl(fd=259, cmd=0x40040924, arg=0xff8002) = -1 (Invalid argument)
[child1:4740] [458] ioctl(fd=259, cmd=0xc00c0916, arg=0x767c2082) = -1 (Bad address)
[child1:4740] [459] ioctl(fd=259, cmd=0xc0280936, arg=0xb6c5e000) = -1 (Invalid argument)
[child1:4740] [460] ioctl(fd=259, cmd=0x40040924, arg=0x4c000004) = -1 (Bad address)
[child1:4740] [461] ioctl(fd=259, cmd=0xc0100920, arg=0xff135000) = -1 (Bad address)
[child1:4740] [462] ioctl(fd=259, cmd=0x400c0912, arg=0xb6e60000) = -1 (Invalid argument)
[child1:4740] [463] ioctl(fd=259, cmd=0x40140931, arg=0xfff2d663) = -1 (Bad address)
[child1:4740] [464] ioctl(fd=259, cmd=0x400c092e, arg=0xb595e000) = -1 (Not a typewriter)
[child1:4740] [465] ioctl(fd=259, cmd=0x400c0932, arg=0xb4f5e000) = -1 (Invalid argument)
[child1:4740] [466] ioctl(fd=259, cmd=0xc0100920, arg=0xffffffa7) = -1 (Bad address)
[child1:4740] [467] ioctl(fd=259, cmd=0x400c092e, arg=0xb3b5e000) = -1 (Not a typewriter)
[child1:4740] [468] ioctl(fd=259, cmd=0x40100939, arg=0x8400b4b1) = -1 (Bad address)
[child1:4740] [469] ioctl(fd=259, cmd=0x800c0912, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [470] ioctl(fd=259, cmd=0xc010093b, arg=0xb595e000) = -1 (Invalid argument)
[child1:4740] [471] ioctl(fd=259, cmd=0xc0080935, arg=0x90fefffe) = -1 (Bad address)
[child1:4740] [472] ioctl(fd=259, cmd=0x400c092e, arg=0xb3b5e000) = -1 (Not a typewriter)
[child1:4740] [473] ioctl(fd=259, cmd=0x40200931, arg=0xb675e000) = 0
[child1:4740] [474] ioctl(fd=259, cmd=0x400c0907, arg=0xb655e000) = -1 (Invalid argument)
[child1:4740] [475] ioctl(fd=259, cmd=0x80080911, arg=0xb6e60000) = 0
[child1:4740] [476] ioctl(fd=259, cmd=0xc01c0934, arg=0xb6e60000) = -1 (Invalid argument)
[child1:4740] [477] ioctl(fd=259, cmd=0x403c0922, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [478] ioctl(fd=259, cmd=0xc00c0902, arg=0xb6b5e000) = -1 (Invalid argument)
[child1:4740] [479] ioctl(fd=259, cmd=0x400c092e, arg=0xb4f5e000) = -1 (Not a typewriter)
[child1:4740] [480] ioctl(fd=259, cmd=0x400c0907, arg=0x944953f) = -1 (Bad address)
[child1:4740] [481] ioctl(fd=259, cmd=0xc0080935, arg=0xb455e000) = -1 (Invalid argument)
[child1:4740] [482] ioctl(fd=259, cmd=0x800c0912, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [483] ioctl(fd=259, cmd=0x403c0922, arg=0xb615e000) = -1 (Not a typewriter)
[child1:4740] [484] ioctl(fd=259, cmd=0x40080906, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [485] ioctl(fd=259, cmd=0x400c0932, arg=0xb4f5e000) = -1 (Invalid argument)
[child1:4740] [486] ioctl(fd=259, cmd=0x40080906, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [487] ioctl(fd=259, cmd=0x403c0922, arg=0xb675e000) = -1 (Not a typewriter)
[child1:4740] [488] ioctl(fd=259, cmd=0x403c0922, arg=0xb3b5e000) = -1 (Not a typewriter)
[child1:4740] [489] ioctl(fd=259, cmd=0x403c0922, arg=0x0) = -1 (Bad address)
[child1:4740] [490] ioctl(fd=259, cmd=0x40100917, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [491] ioctl(fd=259, cmd=0xc0080911, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [492] ioctl(fd=259, cmd=0x800c0912, arg=0x40000000) = -1 (Bad address)
[child1:4740] [493] ioctl(fd=259, cmd=0xc00c092f, arg=0xb5d5e000) = -1 (Invalid argument)
[child1:4740] [494] ioctl(fd=259, cmd=0xc00c0916, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [495] ioctl(fd=259, cmd=0x403c0922, arg=0xb675e000) = -1 (Not a typewriter)
[child1:4740] [496] ioctl(fd=259, cmd=0x40080925, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [497] ioctl(fd=259, cmd=0x40040924, arg=0xb6e62000) = -1 (Invalid argument)
[child1:4740] [498] ioctl(fd=259, cmd=0xc00c0916, arg=0xb6e60000) = -1 (Invalid argument)
[child1:4740] [499] ioctl(fd=259, cmd=0x400c0932, arg=0x968645e4) = -1 (Bad address)
[child1:4740] [500] ioctl(fd=259, cmd=0x400c0932, arg=0xffffffef) = -1 (Bad address)
[child1:4740] [501] ioctl(fd=259, cmd=0xc01c0934, arg=0xb6e60000) = -1 (Invalid argument)
[child1:4740] [502] ioctl(fd=259, cmd=0xc0140933, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [503] ioctl(fd=259, cmd=0xc00c0923, arg=0x40e0a05a) = -1 (Bad address)
[child1:4740] [504] ioctl(fd=259, cmd=0x40040924, arg=0xb615e000) = -1 (Invalid argument)
[child1:4740] [505] ioctl(fd=259, cmd=0x400c0912, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [506] ioctl(fd=259, cmd=0x40040921, arg=0xffffff48) = -1 (Bad address)
[child1:4740] [507] ioctl(fd=259, cmd=0xc0080935, arg=0xffffffff) = -1 (Bad address)
[child1:4740] [508] ioctl(fd=259, cmd=0x40100930, arg=0x8000f3f3) = -1 (Bad address)
[child1:4740] [509] ioctl(fd=259, cmd=0xc00c0916, arg=0xb5d5e000) = -1 (Invalid argument)
[child1:4740] [510] ioctl(fd=259, cmd=0xc0140910, arg=0xb615e000) = -1 (Invalid argument)
[child1:4740] [511] ioctl(fd=259, cmd=0x40100930, arg=0xb6e62000) = -1 (Invalid argument)
[child1:4740] [512] ioctl(fd=259, cmd=0, arg=0xc0008000) = -1 (Not a typewriter)
[child1:4740] [513] ioctl(fd=259, cmd=0x40100930, arg=0xffff00fd) = -1 (Bad address)
[child1:4740] [514] ioctl(fd=259, cmd=0xc0080911, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [515] ioctl(fd=259, cmd=0x403c0922, arg=0xb595e000) = -1 (Not a typewriter)
[child1:4740] [516] ioctl(fd=259, cmd=0x40100939, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [517] ioctl(fd=259, cmd=0xc00c0923, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [518] ioctl(fd=259, cmd=0xc01c0915, arg=0xb84000) = -1 (Bad address)
[child1:4740] [519] ioctl(fd=259, cmd=0x40140931, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [520] ioctl(fd=259, cmd=0xc010093b, arg=0xb6c5e000) = -1 (Invalid argument)
[child1:4740] [521] ioctl(fd=259, cmd=0xc0140910, arg=0xb6e5e000) = -1 (Invalid argument)
[child1:4740] [522] ioctl(fd=259, cmd=0xc0100920, arg=0xefffffff) = -1 (Bad address)
[child1:4740] [523] ioctl(fd=259, cmd=0xc01c0934, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [524] ioctl(fd=259, cmd=0xc0080913, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [525] ioctl(fd=259, cmd=0xc018093a, arg=0xb6e62000) = 0
[child1:4740] [526] ioctl(fd=259, cmd=0x40140931, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [527] ioctl(fd=259, cmd=0x80080911, arg=0xc0008000) = -1 (Bad address)
